Id,EigenVector-centrality
9306112,6.12E-46
9306115,4.82E-48
9306116,4.82E-48
9306117,4.82E-48
9306118,4.82E-48
9306119,3.09E-46
9306120,4.82E-48
9306122,3.09E-46
9306123,3.09E-46
9306125,6.12E-46
9306129,4.82E-48
9306130,3.09E-46
9306131,4.82E-48
9306132,4.82E-48
9306134,3.09E-46
9306135,3.09E-46
9306137,4.82E-48
9306139,4.82E-48
9306140,6.12E-46
9306141,1.22E-45
9306142,4.82E-48
9306144,4.82E-48
9306145,4.82E-48
9306146,9.16E-46
9306147,3.09E-46
9306148,4.82E-48
9306149,4.82E-48
9306150,4.82E-48
9306152,4.82E-48
9306153,3.76E-43
9306154,3.09E-46
9306155,4.82E-48
9306156,3.56E-24
9306157,4.82E-48
9306161,4.82E-48
9306162,2.04E-44
9306163,6.12E-46
9306164,4.82E-48
9307001,4.82E-48
9307002,6.12E-46
9307003,4.82E-48
9307007,1.33E-28
9307008,1.33E-28
9307009,4.82E-48
9307010,4.82E-48
9307011,4.82E-48
9307012,4.82E-48
9307013,4.82E-48
9307015,1.02E-42
9307016,3.09E-46
9307017,6.12E-46
9307018,4.82E-48
9307022,3.09E-46
9307023,4.82E-48
9307024,3.09E-46
9307025,1.78E-28
9307027,3.09E-46
9307029,4.82E-48
9307030,4.82E-48
9307031,6.23E-43
9307032,4.82E-48
9307033,4.82E-48
9307034,4.82E-48
9307035,3.09E-46
9307036,4.82E-48
9307037,4.82E-48
9307038,4.82E-48
9307039,1.98E-44
9307040,4.82E-48
9307042,3.09E-46
9307043,6.12E-46
9307045,4.82E-48
9307046,2.11E-43
9307047,4.82E-48
9307048,4.82E-48
9307049,2.89E-44
9307050,1.00E-44
9307052,4.07E-44
9307053,1.03E-44
9307054,2.13E-45
9307055,4.82E-48
9307056,2.21E-43
9307057,4.82E-48
9307059,6.12E-43
9307061,4.82E-48
9307063,1.22E-45
9307064,9.16E-46
9307065,1.22E-45
9307066,4.82E-48
9307067,4.82E-48
9307068,4.82E-48
9307069,4.82E-48
9307071,3.09E-46
9307072,3.09E-46
9307073,6.68E-42
9307074,1.12E-44
9307075,4.82E-48
9307076,6.12E-46
9307079,3.09E-46
9307080,4.82E-48
9307083,4.82E-48
9307085,4.82E-48
9307086,4.45E-29
9307087,6.12E-46
9307089,4.82E-48
9307091,1.22E-45
9307092,6.12E-46
9307093,4.82E-48
9307095,4.82E-48
9307097,3.09E-46
9307099,4.82E-48
9307101,6.12E-46
9307102,4.82E-48
9307103,3.09E-46
9307104,3.09E-46
9307106,6.12E-46
9307107,9.16E-46
9307108,3.09E-46
9307109,3.09E-46
9307110,4.82E-48
9307111,4.82E-48
9307112,4.82E-48
1001,4.82E-48
9307113,4.82E-48
9307115,1.03E-44
9307116,1.52E-45
1002,4.82E-48
9307118,4.82E-48
9307119,4.82E-48
1008,4.82E-48
9307120,4.82E-48
1010,4.82E-48
9307123,9.16E-46
1012,4.82E-48
1013,4.82E-48
9307124,3.09E-46
9307126,2.92E-44
1014,4.82E-48
1017,4.82E-48
9307129,6.12E-46
1019,4.82E-48
1016,4.82E-48
9307125,4.82E-48
9307128,3.09E-46
1023,4.82E-48
9307136,3.09E-46
1024,4.82E-48
1025,4.82E-48
1027,4.82E-48
9307140,6.12E-46
1029,4.82E-48
9307139,4.82E-48
9307143,3.19E-44
1032,4.82E-48
1033,4.82E-48
9307145,4.80E-44
9307147,5.89E-44
1035,4.82E-48
1037,4.82E-48
9307148,9.73E-45
9307151,6.12E-46
1039,4.82E-48
1041,4.82E-48
1042,4.82E-48
9307155,4.82E-48
9307154,2.92E-44
9307157,6.12E-46
9307158,1.94E-44
9307159,6.12E-46
9307160,1.00E-44
1049,4.82E-48
1048,4.82E-48
1050,4.82E-48
1046,4.82E-48
1053,4.82E-48
1054,4.82E-48
1055,4.82E-48
9307168,4.82E-48
9307169,6.12E-46
9307170,6.32E-43
9307171,1.06E-44
1056,4.82E-48
9307173,1.83E-45
9307174,4.82E-48
9307175,1.98E-44
9307176,1.22E-45
1063,4.82E-48
9307177,8.32E-41
9307179,3.09E-46
1068,4.82E-48
9307181,6.12E-46
9307180,3.95E-44
1071,4.82E-48
9307183,4.82E-48
1066,4.82E-48
9307186,3.09E-46
1074,4.82E-48
1076,4.82E-48
1077,4.82E-48
9307190,3.11E-28
9307189,4.82E-48
9307185,6.12E-46
9307188,4.82E-48
9307194,1.66E-40
1083,4.82E-48
1084,4.82E-48
1082,4.82E-48
9307197,6.12E-46
9307195,9.73E-45
9307196,3.09E-46
1085,4.82E-48
1089,4.82E-48
1086,4.82E-48
1092,4.82E-48
1093,4.82E-48
1090,4.82E-48
1091,4.82E-48
1088,4.82E-48
1097,4.82E-48
1098,4.82E-48
1095,4.82E-48
1100,4.82E-48
1101,4.82E-48
1102,4.82E-48
1103,4.82E-48
1096,4.82E-48
1105,4.82E-48
1106,4.82E-48
1107,4.82E-48
1108,4.82E-48
1109,4.82E-48
1110,4.82E-48
1111,4.82E-48
1112,4.82E-48
1113,4.82E-48
1114,4.82E-48
1115,4.82E-48
1118,4.82E-48
1119,4.82E-48
1121,4.82E-48
1122,4.82E-48
1123,4.82E-48
1124,4.82E-48
1125,4.82E-48
1126,4.82E-48
1127,4.82E-48
1128,4.82E-48
1129,4.82E-48
1130,4.82E-48
1131,4.82E-48
1132,4.82E-48
1133,4.82E-48
1134,4.82E-48
1135,4.82E-48
1136,4.82E-48
1137,4.82E-48
1138,4.82E-48
1140,4.82E-48
1141,4.82E-48
1143,4.82E-48
1144,4.82E-48
1145,4.82E-48
1149,4.82E-48
1150,4.82E-48
1151,4.82E-48
1152,4.82E-48
1155,4.82E-48
1156,4.82E-48
1157,4.82E-48
1158,4.82E-48
1159,4.82E-48
1160,4.82E-48
1161,4.82E-48
1162,4.82E-48
1163,4.82E-48
1164,4.82E-48
1165,4.82E-48
1166,4.82E-48
1167,4.82E-48
1168,4.82E-48
1169,4.82E-48
1170,4.82E-48
1171,4.82E-48
1172,4.82E-48
1173,4.82E-48
1174,4.82E-48
1175,4.82E-48
1176,4.82E-48
1177,4.82E-48
1178,4.82E-48
1179,4.82E-48
1180,4.82E-48
1181,4.82E-48
1182,4.82E-48
1183,4.82E-48
1184,4.82E-48
1185,4.82E-48
1186,4.82E-48
1188,4.82E-48
1189,4.82E-48
1190,4.82E-48
1192,4.82E-48
1193,4.82E-48
1195,4.82E-48
1197,4.82E-48
1198,4.82E-48
1199,4.82E-48
1200,4.82E-48
1201,4.82E-48
1202,4.82E-48
1203,4.82E-48
1204,4.82E-48
1205,4.82E-48
1206,4.82E-48
1207,4.82E-48
1208,4.82E-48
1209,4.82E-48
1210,4.82E-48
1211,4.82E-48
1212,4.82E-48
1213,4.82E-48
1214,4.82E-48
1215,4.82E-48
1216,4.82E-48
1217,4.82E-48
1218,4.82E-48
1221,4.82E-48
1222,4.82E-48
9509113,4.12E-43
9509114,3.09E-46
9509122,2.01E-43
9509125,4.82E-48
9509128,3.09E-46
9509129,4.82E-48
9509131,4.82E-48
9509132,7.27E-40
9509134,5.03E-41
9509136,6.04E-43
9509138,1.94E-44
9509144,4.82E-48
9509150,4.82E-48
9509154,1.91E-44
9509157,4.82E-48
9701001,9.73E-45
9701002,5.92E-41
9701003,3.09E-46
9701004,6.12E-46
9701005,4.82E-48
9509159,4.82E-48
9701006,3.79E-40
9701008,4.82E-48
9701009,2.22E-27
9701010,4.82E-48
9701011,1.01E-24
9701012,3.07E-44
9701013,9.73E-45
9701014,4.82E-48
9701015,7.92E-35
9701007,4.82E-48
9701017,2.22E-28
9701018,4.82E-48
9701019,4.82E-48
9701020,8.61E-29
9701021,3.09E-46
9701022,1.51E-41
9701023,4.82E-48
9701024,6.12E-46
9701025,4.82E-48
9701026,4.82E-48
9701027,6.12E-46
9701028,4.82E-48
9701029,3.09E-46
9509164,3.09E-46
9701032,3.11E-42
9701033,4.82E-48
9701034,5.85E-41
9701035,2.44E-45
9701037,2.41E-25
9701039,4.82E-48
9509166,9.62E-42
9701041,4.82E-48
9701042,4.82E-48
9701043,6.97E-31
9701044,4.82E-48
9701045,4.45E-27
9701040,4.82E-48
9701047,4.82E-48
9701048,9.12E-32
9701049,4.82E-48
9701050,3.09E-46
9509168,3.09E-46
9701052,1.11E-27
9701053,6.77E-22
9701054,1.56E-35
9701055,8.35E-33
9509169,6.12E-46
9701057,3.67E-26
9701058,4.82E-48
9701059,1.31E-37
9701060,2.02E-43
9701061,4.82E-48
9701062,4.96E-34
9701056,3.89E-44
9701064,3.09E-46
9701065,4.82E-48
9701066,1.00E-44
9701063,4.82E-48
9701067,4.82E-48
9701069,4.82E-48
9701071,8.04E-43
9701072,4.82E-48
9701073,4.13E-38
9701074,6.12E-46
9701075,4.82E-48
9701076,5.68E-41
9701077,4.84E-24
9701078,4.85E-40
9701079,9.73E-45
9701080,1.26E-38
9701081,3.68E-38
9701082,4.82E-48
9701083,4.82E-48
9701084,3.86E-44
9701085,4.82E-48
9701087,4.82E-48
9701088,5.25E-22
9701090,3.09E-46
9701091,4.82E-48
9701092,5.36E-22
9701093,4.82E-48
9701094,4.03E-33
9701095,1.36E-22
9701096,9.16E-46
9701097,2.00E-27
9701098,6.12E-46
9701099,5.93E-36
9701100,6.99E-41
9701101,1.05E-42
9701102,1.26E-38
9701103,2.53E-41
9701104,4.41E-43
9701105,4.82E-48
9701106,6.67E-39
9701107,4.82E-48
9701108,3.69E-42
9701109,1.00E-44
9701111,3.09E-46
9701112,4.82E-48
9701113,1.06E-42
9701114,1.00E-44
9701115,2.09E-21
9701116,3.48E-42
9701117,5.36E-22
9701118,4.10E-44
9701119,3.09E-46
9701120,1.29E-41
9701121,6.85E-34
9701122,4.82E-48
9701123,4.82E-48
9701124,2.11E-43
9701125,4.82E-48
9701126,6.22E-33
9701127,4.82E-48
9701128,7.50E-22
9701129,1.20E-25
9701130,4.82E-48
9701131,4.38E-40
9701132,1.33E-27
9701133,1.00E-44
9701134,4.82E-48
9701136,4.82E-48
9701137,4.82E-48
9701138,4.82E-48
9701139,6.22E-33
9701140,4.45E-28
9701141,4.82E-48
9701142,3.09E-24
9701143,1.28E-27
9701144,1.41E-31
9701145,7.57E-39
9701146,4.82E-48
9701147,1.83E-45
9701148,2.22E-28
9701149,4.82E-48
9701150,1.52E-45
9701151,1.07E-25
9701152,4.82E-48
9701153,2.28E-26
9701154,4.02E-40
9701155,1.26E-34
9701156,4.82E-48
9701157,1.19E-38
9701158,4.82E-48
9701160,2.86E-44
9701161,1.78E-25
9701162,4.82E-48
9701163,5.28E-24
9701165,4.82E-48
9701166,4.82E-48
9701168,2.06E-25
9701169,3.26E-36
9701170,3.56E-32
9701171,1.63E-35
9701172,4.82E-48
9701173,1.99E-39
9701174,2.11E-43
9701175,9.59E-27
9701176,5.16E-40
9701177,3.93E-22
9701178,4.82E-48
9701179,8.48E-39
9701180,4.82E-48
9701181,3.09E-46
9701182,4.82E-48
9701183,3.09E-46
9701185,7.81E-25
9701186,2.51E-25
9701187,4.24E-22
9701188,2.48E-32
9701190,4.82E-48
9701191,1.04E-28
9701193,3.09E-46
9308001,4.83E-44
9308002,4.82E-48
9308003,3.09E-46
9308005,4.82E-48
9308006,4.82E-48
9308008,3.09E-46
9308009,4.82E-48
9308012,4.82E-48
9308013,4.82E-48
9308014,4.82E-48
9308016,6.12E-46
9308017,1.00E-44
9308018,1.34E-40
9308019,3.09E-46
9308020,3.95E-44
9308021,2.21E-43
9308022,1.00E-44
9308023,4.82E-48
9308025,4.82E-48
9308027,3.09E-46
9308028,4.82E-48
9308029,4.82E-48
9308030,3.09E-46
9308031,3.09E-46
9308034,9.16E-46
9308035,4.82E-48
9308036,4.82E-48
9308037,6.12E-46
9308038,4.82E-48
9308039,1.03E-44
9308041,3.09E-46
9308042,1.94E-44
9308043,3.09E-46
9308044,4.82E-48
9308045,4.82E-48
9308046,4.82E-48
9308047,1.98E-44
9308048,4.82E-48
9308049,3.09E-46
9308051,3.09E-46
9308052,1.21E-42
9308053,4.82E-48
9308054,4.82E-48
9308057,9.16E-46
9308058,4.82E-48
9308060,6.12E-46
9308062,1.03E-44
9308063,4.82E-48
9308066,6.12E-46
9308067,4.82E-48
9308068,4.82E-48
9308070,4.82E-48
9308072,6.12E-46
9308073,4.82E-48
9308074,4.82E-48
9308075,4.82E-48
9308076,3.09E-46
9308077,4.35E-41
9308078,4.82E-48
9308080,2.01E-44
9308081,3.09E-46
9308083,4.82E-48
9308085,4.82E-48
9308086,2.95E-44
9308087,3.09E-46
9308090,4.82E-48
9308091,4.82E-48
9308094,4.82E-48
9308095,2.21E-43
9308096,4.82E-48
9308099,1.00E-44
9308100,4.82E-48
9308101,3.09E-46
9308102,4.82E-48
9308103,4.82E-48
9308106,9.16E-46
9308107,3.09E-46
9308108,3.86E-44
9308109,4.82E-48
9308110,4.82E-48
9308112,9.16E-46
2001,4.82E-48
2002,4.82E-48
9308115,6.12E-46
9308114,1.00E-40
9308116,4.82E-48
2006,4.82E-48
2007,4.82E-48
2008,4.82E-48
2009,4.82E-48
9308122,4.82E-48
2010,4.82E-48
2011,4.82E-48
2012,4.82E-48
9308124,4.82E-48
2015,4.82E-48
2016,4.82E-48
9308129,1.98E-44
9308125,4.82E-48
9308131,9.16E-46
2019,4.82E-48
2021,4.82E-48
9308134,6.12E-46
2023,4.82E-48
9308136,4.82E-48
2024,4.82E-48
9308135,4.82E-48
9308139,4.82E-48
2027,4.82E-48
2028,4.82E-48
2030,4.82E-48
2025,4.82E-48
2029,4.82E-48
9308145,4.82E-48
2034,4.82E-48
9308146,1.94E-44
9308148,6.12E-46
2037,4.82E-48
9308149,4.82E-48
2033,4.82E-48
2039,4.82E-48
2040,4.82E-48
9308154,2.89E-44
9308155,2.67E-28
2044,4.82E-48
2043,4.82E-48
9308158,4.82E-48
2047,4.82E-48
2046,4.82E-48
2049,4.82E-48
2050,4.82E-48
2051,4.82E-48
2052,4.82E-48
9308157,4.82E-48
2054,4.82E-48
2053,4.82E-48
2056,4.82E-48
2057,4.82E-48
2058,4.82E-48
2060,4.82E-48
2061,4.82E-48
2062,4.82E-48
2063,4.82E-48
2065,4.82E-48
2066,4.82E-48
2067,4.82E-48
2068,4.82E-48
2069,4.82E-48
2070,4.82E-48
2071,4.82E-48
2072,4.82E-48
2073,4.82E-48
2074,4.82E-48
2075,4.82E-48
2076,4.82E-48
2077,4.82E-48
2078,4.82E-48
2079,4.82E-48
2082,4.82E-48
2084,4.82E-48
2085,4.82E-48
2086,4.82E-48
2087,4.82E-48
2088,4.82E-48
2090,4.82E-48
2091,4.82E-48
2092,4.82E-48
2093,4.82E-48
2094,4.82E-48
2095,4.82E-48
2096,4.82E-48
2098,4.82E-48
2099,4.82E-48
2100,4.82E-48
2101,4.82E-48
2102,4.82E-48
2103,4.82E-48
2104,4.82E-48
2105,4.82E-48
2106,4.82E-48
2107,4.82E-48
2108,4.82E-48
2110,4.82E-48
2111,4.82E-48
2114,4.82E-48
2116,4.82E-48
2117,4.82E-48
2118,4.82E-48
2119,4.82E-48
2120,4.82E-48
2121,4.82E-48
2122,4.82E-48
2123,4.82E-48
2125,4.82E-48
2126,4.82E-48
2127,4.82E-48
2128,4.82E-48
2129,4.82E-48
2130,4.82E-48
2131,4.82E-48
2132,4.82E-48
2133,4.82E-48
2134,4.82E-48
2135,4.82E-48
2136,4.82E-48
2138,4.82E-48
2139,4.82E-48
2140,4.82E-48
2141,4.82E-48
2142,4.82E-48
2143,4.82E-48
2145,4.82E-48
2146,4.82E-48
2147,4.82E-48
2148,4.82E-48
2149,4.82E-48
2150,4.82E-48
2151,4.82E-48
2152,4.82E-48
2153,4.82E-48
2154,4.82E-48
2155,4.82E-48
2156,4.82E-48
2157,4.82E-48
2158,4.82E-48
2159,4.82E-48
2160,4.82E-48
2161,4.82E-48
2162,4.82E-48
2164,4.82E-48
2165,4.82E-48
2166,4.82E-48
2167,4.82E-48
2169,4.82E-48
2170,4.82E-48
2171,4.82E-48
2172,4.82E-48
2173,4.82E-48
2174,4.82E-48
2175,4.82E-48
2176,4.82E-48
2179,4.82E-48
2180,4.82E-48
2181,4.82E-48
2182,4.82E-48
2183,4.82E-48
2184,4.82E-48
2185,4.82E-48
2186,4.82E-48
2187,4.82E-48
2188,4.82E-48
2189,4.82E-48
2190,4.82E-48
2191,4.82E-48
2192,4.82E-48
2193,4.82E-48
2194,4.82E-48
2195,4.82E-48
2196,4.82E-48
2197,4.82E-48
2198,4.82E-48
2199,4.82E-48
2202,4.56E-45
2203,3.09E-46
2204,1.83E-45
2205,2.22E-26
2206,9.20E-40
2207,7.12E-28
2208,1.00E-44
2209,2.48E-39
2210,4.82E-48
2211,5.88E-27
2212,4.22E-43
2213,1.22E-45
2214,6.12E-46
2215,1.20E-20
2216,1.63E-42
2217,4.05E-36
2218,1.19E-36
2219,3.62E-36
2220,3.09E-46
2221,8.85E-39
2222,3.63E-19
2223,1.28E-26
2225,6.97E-33
2226,3.96E-15
2227,3.09E-46
2228,3.65E-45
2229,7.04E-27
2230,7.05E-44
2231,2.13E-45
2232,2.76E-40
2233,1.91E-44
2234,1.11E-27
2235,5.28E-17
2236,1.26E-38
2237,1.28E-26
2238,3.09E-46
2239,4.43E-38
2240,1.63E-38
2241,1.52E-45
2242,1.46E-20
2243,4.64E-41
2244,5.94E-14
2245,6.36E-25
2246,1.18E-37
2247,1.92E-40
2248,2.89E-44
2249,2.05E-18
2250,9.27E-37
2251,4.82E-48
2252,1.03E-44
2254,6.12E-46
2255,2.74E-45
2256,7.67E-17
2258,5.92E-27
2259,2.11E-43
9702001,4.45E-28
9702002,1.33E-28
9702003,3.09E-46
9702004,3.09E-46
9702005,4.82E-48
9702006,7.73E-26
9702007,4.82E-48
9702008,4.82E-48
9702009,1.06E-44
9702010,5.51E-24
9702011,9.73E-45
9702012,1.43E-33
9702014,3.65E-34
9702015,4.15E-22
9702016,3.09E-46
9702017,6.82E-42
9702018,6.39E-29
9702019,4.22E-43
9702020,1.56E-27
9702022,4.82E-48
9702023,4.82E-48
9702024,4.48E-24
9702025,4.82E-48
9702026,1.13E-30
9702027,4.82E-48
9702028,3.09E-46
9702029,4.82E-48
9702030,2.11E-26
9702031,4.00E-25
9702032,9.16E-46
9702033,4.82E-48
9702034,4.82E-48
9702035,5.53E-39
9702036,3.09E-46
9702037,4.22E-27
9702038,3.75E-26
9702039,7.69E-26
9702040,2.02E-43
9702042,2.22E-28
9702043,4.82E-48
9702045,2.78E-22
9702046,1.11E-27
9702047,1.14E-32
9702048,3.09E-46
9702049,4.01E-44
9702050,4.82E-48
9702051,7.91E-40
9702052,4.82E-48
9702053,1.00E-44
9702054,4.64E-22
9702056,4.82E-48
9702057,3.09E-46
9702058,2.62E-22
9702059,2.44E-28
9702060,3.11E-41
9702061,4.82E-48
9702062,4.82E-48
9702063,4.02E-43
9702064,4.82E-48
9702065,1.22E-45
9702066,8.03E-41
9702067,2.67E-27
9702068,6.85E-42
9702070,3.80E-44
9702071,3.09E-46
9702072,1.00E-44
9702073,4.82E-48
9702074,2.97E-30
9702075,7.05E-22
9702076,4.82E-48
9702077,1.60E-21
9702078,4.42E-40
9702079,2.17E-21
9702080,4.77E-44
9702081,2.03E-38
9702082,4.82E-48
9702083,4.45E-27
9702084,1.35E-29
9702085,6.12E-46
9702086,4.06E-21
9702087,6.12E-46
9702088,5.33E-41
9702089,4.82E-48
9702090,3.28E-42
9702091,1.00E-44
9702092,4.82E-48
9702093,4.82E-48
9702094,4.82E-48
9702095,1.00E-44
9702096,4.82E-48
9702097,3.09E-46
9702098,3.01E-26
9702099,4.82E-48
9702100,3.09E-46
9702101,4.82E-48
9702102,4.82E-48
9702103,4.82E-48
9702104,4.82E-48
9702105,1.62E-27
9702106,1.21E-21
9702107,4.82E-48
9702108,5.26E-26
9702109,2.61E-21
9702110,4.82E-48
9702111,2.35E-25
9702112,1.45E-40
9702114,1.03E-44
9702115,7.92E-35
9702117,4.82E-48
9702118,2.31E-43
9702120,3.09E-46
9702121,4.82E-48
9702123,3.09E-46
9702125,3.09E-46
9702126,6.24E-40
9702127,1.16E-43
9702129,6.80E-39
9702130,4.82E-48
9702131,3.09E-46
9702132,7.41E-42
9702133,4.82E-48
9702134,1.07E-37
9702135,4.82E-48
9702136,4.82E-48
9702137,4.82E-48
9702138,6.88E-38
9702139,2.89E-44
9702140,3.09E-46
9702141,1.00E-44
9702142,1.47E-25
9702143,8.45E-40
9702144,1.87E-33
9702145,4.82E-48
9702147,4.82E-48
9702148,4.82E-48
9702149,1.22E-45
9702150,6.12E-46
9702152,3.09E-46
9702153,2.91E-22
9702154,1.54E-33
9702155,4.82E-48
9702156,1.64E-42
9702158,8.98E-38
9702159,2.30E-24
9702161,4.82E-48
9702162,6.04E-43
9702163,4.82E-48
9702164,2.90E-21
9702165,4.82E-48
9702166,1.30E-32
9702167,4.56E-34
9702168,6.93E-22
9702169,4.82E-48
9702170,2.12E-43
9702171,3.28E-42
9702172,9.16E-46
9702173,6.61E-22
9702174,1.22E-45
9702176,3.09E-46
9702177,3.09E-46
