Rank,Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality
960,0.99967088,0.99947464,0.010112506,0.030280411,0.030591572,0.96890133,0.021106633,0.999483922,0.010398039,0.03059248,0.010112506
961,0.99967078,0.999791652,0.001123971,0.020206145,0.030594699,0.979090718,0.000818965,0.010201697,0.010405505,0.010703145,0.001123971
962,0.999670679,0.010109479,0.001120237,0.021103808,0.030575126,0.999575736,0.999780553,0.0108108,0.989082453,0.030381206,0.001120237
963,0.999670578,0.988785922,0.010902312,0.020590756,0.021001904,0.969000812,0.989293727,0.989701948,0.989093955,0.010317121,0.010902312
964,0.999670477,0.010201798,0.000316104,0.021007453,0.021319622,0.969400962,0.010614156,0.989892841,0.010504786,0.999784791,0.000316104
965,0.999670376,0.988880562,0.000528085,0.010619705,0.030477661,0.000509217,0.021300452,0.978700759,0.989192025,0.010801014,0.000528085
966,0.999670275,0.98897732,0.000424566,0.030574319,0.020799004,0.00021309,0.03047756,0.000104225,0.010601746,0.021204904,0.000424566
967,0.999670174,0.988993968,0.010618797,0.020995144,0.020598122,0.999488059,0.999070353,0.000109269,0.010708695,0.010313287,0.010618797
968,0.999670073,0.010405808,0.99886372,0.021314174,0.030386553,0.001030744,0.000103317,0.978996381,0.010796473,0.030290905,0.99886372
969,0.999669972,0.989480584,0.000606379,0.010716262,0.021307515,0.999085488,0.010208962,0.000810086,0.010805857,0.010897873,0.000606379
970,0.999669871,0.989701242,0.000528185,0.011016828,0.01052325,0.999574122,0.999082864,0.979498737,0.010815643,0.010409541,0.000528185
971,0.999669771,0.989794065,0.979807073,0.021112586,0.030292317,0.999173771,0.000711007,0.979701234,0.010904229,0.03058007,0.979807073
972,0.99966967,0.989799514,0.989384129,0.020299473,0.010603966,1.79E-05,0.020293923,0.001124374,0.011008857,0.01120873,0.989384129
973,0.999669569,2.02E-05,0.989687318,0.010898276,0.020691551,0.989688226,1.27E-05,0.969707078,0.011025808,0.030374849,0.989687318
974,0.999669468,0.978693999,0.989689033,0.030596919,0.021212572,0.000118148,0.989685502,0.969708187,0.011211959,0.02131266,0.989689033
975,0.999669266,0.978791968,0.999674815,0.030471507,0.00082744,0.989703764,0.989591569,0.969721506,0.01121206,0.010497824,0.999674815
976,0.999669165,0.978888524,0.010710107,0.010502667,0.020614164,0.979700326,0.999478373,0.998974806,0.98989829,0.010297245,0.010710107
977,0.999669064,0.000315196,0.989285151,0.01059539,0.020709005,0.989289691,0.999081553,0.998977126,0.978698337,0.021215801,0.989285151
978,0.999668963,0.979000215,0.010609515,0.010804848,0.021193503,0.000220153,0.001134766,0.02039946,0.000220254,0.021111173,0.010609515
979,0.999668863,0.000421842,0.020396836,0.010193827,0.020993832,0.979304111,0.030486036,0.020484918,0.000406607,0.010602049,0.020396836
980,0.999668762,0.000425373,0.979802532,0.000711007,0.030288382,0.978786318,1.94E-05,0.02050439,0.979104137,0.030487347,0.979802532
981,0.999668661,0.000506695,0.000424062,0.021307918,0.020610935,0.968704181,0.000205523,0.999379395,0.000620101,0.020605487,0.000424062
982,0.99966856,0.979301387,0.999973666,0.020390984,0.021110265,0.998971678,0.020397643,0.01030683,0.000622724,0.020389874,0.999973666
983,0.999668459,0.979392293,0.001112166,0.010611835,0.011027523,0.99908125,0.998980658,0.988975706,0.979298057,0.999780856,0.001112166
984,0.999668358,0.001017728,0.98969085,0.021099772,0.011205199,0.000124706,0.020705878,0.988983878,0.000710402,0.020701035,0.98969085
985,0.999668257,0.979791938,0.999673605,0.021097855,0.020496016,0.999086698,0.999477364,0.988989629,0.000808573,0.021294499,0.999673605
986,0.999668156,0.97980455,0.979497728,0.020390883,0.020397139,0.010498228,0.989479273,0.988994674,0.001020452,0.020885471,0.979497728
987,0.999668055,0.968908796,0.999972355,0.030477056,0.021193604,0.989083159,0.011002501,0.989288178,0.979792645,0.021190779,0.999972355
988,0.999667854,0.969515881,0.001113477,0.001024589,0.020405614,0.999065309,0.020589142,0.989389274,0.979799909,0.00031792,0.001113477
989,0.999588046,0.969707078,0.999176495,0.02089778,0.020601451,5.55E-06,0.989082352,0.010812314,0.03048765,0.020890415,0.999176495
990,0.999587945,0.020396836,0.999993644,0.000522132,0.020996254,0.999066015,0.989599741,0.978683001,0.030490273,0.979802532,0.999993644
991,0.999587844,0.02050207,0.96971414,0.010716968,0.02131599,0.969715149,0.02132275,0.000108159,0.030585518,0.021194714,0.96971414
992,0.999587541,0.020603974,0.999892749,0.021093617,0.021312559,0.969613649,0.010611735,0.978891652,0.020179307,0.020806874,0.999892749
993,0.99958744,0.999272345,0.978894477,0.030576236,0.020597214,0.999780452,0.999168928,0.000304098,0.020293923,0.020988787,0.978894477
994,0.999587339,0.021011791,0.979105247,0.020805259,0.030471103,0.989487445,0.989793258,0.000313279,0.020382812,0.000718171,0.979105247
995,0.999587238,0.988791774,0.020380996,0.02050207,0.020885975,0.020607101,0.020901816,0.000315297,0.020399964,0.020903531,0.020380996
996,0.999587138,0.010198065,0.000711411,0.001113982,0.030584408,0.978996381,0.010497723,0.000424566,0.020405614,0.021200667,0.000711411
997,0.999587037,0.010211181,0.968697522,0.0305835,0.030278394,0.999884879,0.010502667,0.979100404,0.999075297,0.03057674,0.968697522
998,0.999586936,0.010302491,0.999999496,0.020885975,0.020904338,0.979610428,0.000317819,0.979101312,0.020501363,0.01031591,0.999999496
999,0.999586835,0.988986804,0.010906045,0.010608809,0.000719281,0.000628879,0.999889419,0.00052647,0.02060811,0.020489861,0.010906045
1000,0.999586633,0.010504786,0.98907761,0.030491484,0.02019777,0.999786203,0.97981696,0.000614249,0.999381312,0.03028021,0.98907761
1001,0.999586532,0.989179816,0.010106553,0.011118631,0.020394818,0.98969085,0.989297359,0.000620706,0.02090565,0.010193928,0.010106553
1002,0.99958633,0.989182944,0.000213797,0.010314397,0.021289555,0.978889029,0.999064501,0.9793029,0.021091599,0.010200083,0.000213797
1003,0.99958623,0.989185265,0.01030118,0.010093235,0.02028232,0.001032055,0.999269116,0.000711915,0.021191082,0.011214481,0.01030118
1004,0.999586028,0.010605681,0.000213998,0.020699925,0.021091801,0.969724331,0.020606294,0.979499545,0.021211866,0.001027212,0.000213998
1005,0.999585927,0.989396438,0.999468283,0.02039946,0.011021469,0.999282233,0.010399048,0.979508222,0.010101408,0.020901816,0.999468283
1006,0.999585826,0.010911897,0.989190511,0.030291207,0.030477056,0.999571297,0.000811801,0.96879428,0.010495403,0.010601948,0.989190511
1007,0.999585725,0.989781958,0.989780444,0.01112075,0.021097552,0.979612446,0.999370718,0.968905164,0.010496815,0.021206216,0.989780444
1008,0.999585624,0.000220153,0.020295538,0.011120346,0.02129793,0.97910222,0.020488752,0.969011205,0.010514976,0.020602662,0.020295538
1009,0.999585523,0.000412257,0.99896623,0.021091095,0.02089324,0.000506695,0.010506703,0.969304305,0.989285554,0.020489559,0.99896623
1010,0.999585422,0.979191108,0.000410744,0.021312055,0.021010076,0.989384129,0.000722307,0.969608604,0.010899487,0.011222149,0.000410744
1011,0.999585321,0.979306331,0.00071242,0.020610935,0.010605984,0.000102408,0.000113709,0.020298665,0.011018543,0.021323759,0.00071242
1012,0.999585221,0.000731388,0.999795587,0.020589546,0.020589949,0.979105247,0.99897864,0.99896744,0.011204291,0.010205531,0.999795587
1013,0.99958512,0.000822799,0.999568674,0.000611424,0.030577547,0.010807673,0.989482501,0.9989742,0.978791867,0.020603772,0.999568674
1014,0.999585019,0.979499645,0.000810893,0.020809699,0.020503583,0.979817465,0.030497033,0.020394213,0.000427896,0.979604677,0.000810893
1015,0.999584918,0.000921777,0.989801128,0.000422851,0.021091398,0.989599741,0.98909113,0.020490063,0.000511033,0.02038594,0.989801128
1016,0.999584817,0.000930252,0.999780452,0.021199053,0.021313367,0.989086186,0.999269016,0.999280215,0.000626962,0.020295538,0.999780452
1017,0.999584716,0.001013692,0.001017829,0.021101891,0.021205611,0.989891025,0.999989709,0.020996052,0.000723014,0.02029473,0.001017829
1018,0.999584615,0.979703655,0.999979922,0.021316797,0.02070497,0.000223684,0.999580983,0.999679961,0.000810086,0.020497227,0.999979922
1019,0.999584514,0.001131739,0.010608001,0.001126796,0.021194714,0.979501058,0.999176898,0.999777829,0.000827137,0.020789217,0.010608001
1020,0.999584413,0.969101001,0.010524359,0.000315196,0.021213884,0.01071263,0.999062685,0.999877715,0.00082966,0.020704465,0.010524359
1021,0.999584313,0.969622628,0.989902729,0.001119531,0.021320227,0.999675925,0.020893139,0.010097069,0.979708599,0.999769152,0.989902729
1022,0.999584212,0.969722514,0.979397842,0.010818468,0.020797289,0.999770767,0.010092226,0.01049621,0.979803239,0.020901412,0.979397842
1023,0.999584111,0.998966633,0.999871762,0.030278595,0.020683983,0.968898908,0.999567867,0.989276373,0.030384434,0.03059359,0.999871762
1024,0.99958401,0.020482395,0.979607603,0.010410752,0.020498034,0.978997087,0.99908347,0.98929746,0.030596919,0.01040036,0.979607603
1025,0.999583909,0.020498538,0.999871157,0.020694981,0.02101048,0.000315196,0.99938565,0.989384129,0.020297051,0.000617578,0.999871157
1026,0.999583808,0.020592573,0.999084277,0.020488247,0.020600947,0.000405094,0.989692464,0.989596311,0.02038261,0.000527782,0.999084277
1027,0.999583707,0.999368094,0.000223987,0.020193028,0.020805663,0.020406421,0.010107663,0.989889815,0.020396937,0.020785988,0.000223987
1028,0.999583606,0.999583001,0.979086279,0.021197136,0.021308625,0.99968551,0.989390082,0.978685826,0.020496319,0.020891121,0.979086279
1029,0.999583505,0.021003114,0.001123567,0.020697907,0.020597315,0.979097276,0.999871157,0.000230545,0.020589142,0.000616267,0.001123567
1030,0.999583404,0.99977228,0.000528488,0.000719583,0.011203988,0.989080031,0.989083764,0.000231958,0.020601653,0.030384636,0.000528488
1031,0.999583304,0.999778334,0.999971648,0.021200162,0.020797894,0.999382018,0.001025699,0.978905172,0.02060357,0.999484931,0.999971648
1032,0.999583203,0.999993946,0.020489559,0.020613357,0.011016223,0.989084874,0.998977227,0.000711512,0.020685396,0.020199586,0.020489559
1033,0.999583102,0.988791976,0.979800313,0.011205905,0.020483001,0.999466568,0.00071363,0.000929949,0.020699622,0.030290097,0.979800313
1034,0.999583001,0.989288178,0.010092327,0.030583601,0.021299544,0.999073178,0.988981961,0.97969407,0.999389484,0.030573612,0.010092327
1035,0.9995829,0.010719188,0.999073481,0.021215196,0.0302791,0.010595289,0.000315297,0.968901834,0.02079295,0.001129318,0.999073481
1036,0.999582799,0.989887696,0.999484023,0.020684992,0.020490063,0.989784884,0.020587629,0.969100194,0.020805259,0.011216197,0.999484023
1037,0.999582698,0.989897382,0.010098583,0.000808573,0.010497824,0.968809011,0.989703663,0.969515781,0.021097149,0.01050862,0.010098583
1038,0.999582597,2.13E-05,0.97959822,0.020396836,0.011202979,0.998876635,0.989891025,0.969716864,0.021294297,0.03057442,0.97959822
1039,0.999582496,0.00021309,0.010299263,0.020407632,0.021213481,0.020498538,0.000918649,0.999286067,0.021300452,0.020683681,0.010299263
1040,0.999582396,0.97889367,0.000422851,0.030588343,0.020996455,0.020683883,0.02130025,0.999487252,0.030582592,0.020299271,0.000422851
1041,0.999582295,0.000421943,0.000607186,0.020196459,0.010499842,0.989704773,0.010601746,0.999570692,0.010192112,0.000820478,0.000607186
1042,0.999582194,0.000729067,0.989884064,0.020297959,0.030597424,0.999984059,0.999375662,0.010395819,0.01019746,0.999784488,0.989884064
1043,0.999582093,0.979700326,0.999366278,0.021320026,0.021090893,0.010102114,0.011121658,0.989086993,0.010204926,0.989588542,0.999366278
1044,0.999581992,0.969711517,0.999972254,0.021009067,0.02100483,0.999273859,0.000928133,0.989091331,0.010302794,0.011203787,0.999972254
1045,0.999581891,0.998982676,2.22E-06,0.010619403,0.010804949,0.020300986,0.999778334,0.989702049,0.010313287,0.01110501,2.22E-06
1046,0.99958179,0.020490063,0.010099692,0.020705878,0.020808892,0.010307637,0.010201697,0.000207137,0.010404799,0.010300574,0.010099692
1047,0.999581689,0.999176495,0.999370011,0.021109861,0.020493695,0.978795903,0.989483409,0.000311967,0.989184457,0.010703246,0.999370011
1048,0.999581588,0.999281728,0.001129318,0.020900706,0.021210151,0.989699325,0.010513866,0.000506695,0.010608001,0.001136683,0.001129318
1049,0.999581387,0.999671889,0.020700833,0.011027624,0.03057674,0.979811714,0.999084479,0.000529699,0.010612643,0.020695284,0.020700833
1050,0.999581286,0.021100478,0.999368094,0.020788713,0.000210366,0.999178109,0.999980124,0.979602659,0.989293424,0.010612945,0.999368094
1051,0.999581185,0.010292301,0.999389081,0.021105422,0.011125189,0.010700522,0.011015113,0.001028322,0.989293525,0.021211967,0.999389081
1052,0.999581084,0.030277586,0.020699622,0.020601149,0.030598332,0.978695613,0.98988255,0.979701435,0.989494306,0.021306909,0.020699622
1053,0.999580983,0.988994674,0.001117513,0.020691349,0.02039946,0.000511538,0.999581084,0.968599856,0.010998162,0.021299948,0.001117513
1054,0.999580882,0.989089919,0.999787616,0.00092218,0.020706685,0.999979922,0.988973082,0.968700145,0.011126501,0.010914319,0.999787616
1055,0.999580781,2.62E-06,0.000930252,0.021289051,0.030473525,0.979596202,0.989780545,0.968708721,0.011214784,0.021320631,0.000930252
1056,0.99958068,0.978683909,0.000913907,0.020184049,0.020592573,0.998967339,0.000121175,0.969010902,4.04E-06,0.010405404,0.000913907
1057,0.999580579,0.00010483,0.999778233,0.020489962,0.020390682,0.999781159,0.011106221,0.969303699,0.000101904,0.021318815,0.999778233
1058,0.999580479,0.000225601,0.020299271,0.020383922,0.020482395,0.989291911,0.988986703,0.969624545,0.97879893,0.999480088,0.020299271
1059,0.999580378,0.978905172,0.978997491,0.021112182,0.020489054,0.98897732,0.000105032,0.020181728,0.000206734,0.020702245,0.978997491
1060,0.999580277,0.000406102,0.010498228,0.030587031,0.021108045,0.97900304,0.030587233,0.998982676,0.97898609,0.021301158,0.010498228
1061,0.999580176,0.97920029,0.001116908,0.000425373,0.021190275,0.001028019,0.989277987,0.020582786,0.000421842,0.020399964,0.001116908
1062,0.999580075,0.000617377,0.969723624,0.020505702,0.021096341,0.999070151,0.021309734,0.020701741,0.00060537,0.021290665,0.969723624
1063,0.999579974,0.000621211,0.020201503,0.000203707,0.020586822,0.99938676,0.999286269,0.999366177,0.000630796,0.000607085,0.020201503
1064,0.999579873,0.979401374,0.99886483,0.000421842,0.03037041,0.989378378,0.020404504,0.999671889,0.000731287,0.010710713,0.99886483
1065,0.999579772,0.979494601,0.000610112,0.020597315,0.020500657,8.17E-06,0.999783782,0.999870653,0.001019141,0.000309243,0.000610112
1066,0.999579671,0.9796072,0.988976008,0.02048411,0.020500254,0.978798122,0.010510133,0.999982848,0.001026001,0.02068469,0.988976008
1067,0.99957957,0.979700023,0.999275776,0.021112081,0.021199053,0.989483409,0.989495012,0.999984059,0.979808788,0.000414679,0.999275776
1068,0.99957947,0.001110854,0.000822799,0.021007957,0.030283943,0.989284747,0.998875021,0.988790765,0.030598433,0.010609515,0.000822799
1069,0.999579369,0.979806467,0.000718776,0.01050973,0.021105422,0.968595719,0.000715346,0.010399451,0.969606082,0.021298031,0.000718776
1070,0.999579268,0.968911722,0.989803549,0.010513866,0.020594086,0.979697299,0.999476153,0.989089919,0.020198779,0.021095938,0.989803549
1071,0.999579167,0.969199374,0.999988599,0.030486036,0.030476652,0.999385247,0.999086295,0.989090524,0.020293419,0.021095534,0.999988599
1072,0.999579066,0.969310056,0.999389484,0.020500254,0.020798903,0.99916691,0.020689936,0.989091937,0.999169634,0.001037403,0.999389484
1073,0.999578965,0.030572906,0.010107259,0.010711621,0.020481689,0.000116736,0.989584002,0.010605681,0.020704768,0.021289959,0.010107259
1074,0.999578864,0.020609321,0.000623128,0.010208962,0.020800618,0.010518608,0.00101682,0.989280005,0.02070618,0.010089704,0.000623128
1075,0.999578763,0.99927174,0.020382711,0.02089667,0.020811817,0.998874213,0.020704263,0.989283637,0.999477666,0.999583102,0.020382711
1076,0.999578662,0.999377881,0.010597307,0.001016618,0.020292612,0.000608901,0.03057331,0.989385239,0.999583304,0.021099469,0.010597307
1077,0.999578562,0.021000693,0.020488247,0.020793253,0.011102791,0.02049642,0.998868261,0.989597219,0.021118034,0.021316797,0.020488247
1078,0.999578461,0.999870653,0.000105234,0.001120338,0.020684084,0.000412257,0.010302088,0.97879338,0.988785619,0.020499648,0.000105234
1079,0.99957836,0.999871056,0.969418619,0.030483009,0.030391396,0.999269016,0.999278702,0.978793582,0.010311673,0.010414081,0.969418619
1080,0.999578259,0.999971144,0.999781966,0.011008857,0.010516691,0.978899825,0.011213372,0.000427593,0.988992353,0.01101481,0.999781966
1081,0.999578158,0.99997518,0.000525562,0.000317517,0.030283438,0.969622628,0.011114797,0.979090415,0.010516691,0.020490467,0.000525562
1082,0.999578057,0.010099692,0.000517692,0.000314086,0.030377674,0.988878947,0.00043173,0.979293113,0.010620109,0.010299162,0.000517692
1083,0.999577956,0.988888936,0.000415082,0.02120218,0.020798398,0.96922036,0.000119258,0.000729067,0.989276373,0.999576342,0.000415082
1084,0.999577855,0.010509124,0.020299775,0.020399661,0.020806672,0.000514766,0.999080645,0.979488951,0.010709199,0.000923593,0.020299775
1085,0.999577754,0.010611835,0.989681668,0.010597004,0.010811406,0.010914117,0.000807665,0.00101117,0.010710006,0.020593884,0.989681668
1086,0.999577653,0.989700334,0.010521635,0.021293995,0.020596608,0.989684493,0.021113695,0.001018434,0.011201163,0.020299775,0.010521635
1087,0.999577553,0.989701948,0.989187283,0.020604276,0.020502171,0.989904848,0.020485422,0.001124677,0.989889108,0.001031248,0.989187283
1088,0.999577452,1.01E-07,0.989176487,0.010506804,0.011213372,0.998872498,0.010806361,0.979798597,0.00022994,0.00041599,0.989176487
1089,0.999577351,4.04E-06,0.000213191,0.020281211,0.020383821,0.010493082,0.989293929,0.968802856,0.979203014,0.021306304,0.000213191
1090,0.99957725,8.17E-06,0.989699728,0.000714337,0.02070275,0.000410845,0.999273859,0.969101506,0.000608195,0.021208638,0.989699728
1091,0.999577149,2.16E-05,0.999581084,0.010802527,0.021308221,0.989496324,0.999578562,0.969221571,0.000611424,0.020807883,0.999581084
1092,0.999577048,0.000204918,0.020590353,0.000215411,0.030375152,0.010299263,0.999993845,0.969722817,0.000718776,0.999685611,0.020590353
1093,0.999576947,0.000223886,0.999877917,0.020706382,0.011008857,0.989890218,0.011110358,0.998868261,0.001010565,0.010907155,0.999877917
1094,0.999576846,0.979092635,0.9997745,0.020812524,0.001020452,0.999985774,0.999775408,0.998974705,0.001020856,0.020204127,0.9997745
1095,0.999576745,0.000620706,0.000207339,0.000817754,0.020384224,0.969199374,0.998973797,0.998978942,0.979796378,0.000618688,0.000207339
1096,0.999576644,0.000625852,0.010902918,0.000321452,0.020688423,0.999876404,0.020383014,0.020391993,0.030388975,0.021201777,0.010902918
1097,0.999576544,0.9793029,0.020887489,0.011121456,0.02130025,0.000106242,0.020891726,0.020610633,0.030490778,0.020808992,0.020887489
1098,0.999576443,0.000726747,0.998979951,0.020593279,0.0203927,0.99897531,0.989481291,0.020794867,0.030593287,0.021000289,0.998979951
1099,0.999576342,0.000817754,0.99967078,0.021100478,0.020289686,0.979703655,0.020488247,0.999684199,0.020280605,0.020986467,0.99967078
1100,0.999576241,0.000826128,0.999674008,0.030493804,0.021200869,0.000824312,0.999782369,0.999688133,0.020288172,0.989395126,0.999674008
1101,0.99957614,0.000936104,0.989780848,0.030488961,0.010918052,0.010091419,0.010099087,0.999873478,0.02039946,0.011107734,0.989780848
1102,0.999576039,0.96920008,0.979101514,0.010696587,0.020403798,0.999284352,0.999384843,0.988888936,0.999078223,0.020796078,0.979101514
1103,0.999575938,0.969415491,3.43E-06,0.020488752,0.020590555,0.010602553,0.021189669,0.988985694,0.030271432,0.988872995,3.43E-06
1104,0.999575837,0.020502372,0.989395126,0.001009455,0.010611735,0.010315305,0.011021066,0.989093854,0.999172863,0.010192415,0.989395126
1105,0.999575736,0.020505198,0.010509427,0.020612247,0.021208436,0.00021188,0.000320644,0.989188796,0.020601451,0.00061213,0.010509427
1106,0.999575636,0.020603066,0.010917648,0.010603158,0.030486439,0.001117009,0.989291911,0.98958158,0.999386861,0.000423456,0.010917648
1107,0.999575535,0.999473025,0.998966633,0.030497336,0.010617486,0.999476859,0.000121881,0.989597118,0.999388677,0.03037717,0.998966633
1108,0.999575434,0.999483922,0.998877139,0.030285053,0.030374042,0.989176184,0.999769959,0.989697912,0.020894652,0.02080647,0.998877139
1109,0.999575333,0.999485032,0.010193525,0.000824817,0.030268607,0.999476052,0.010312177,0.989700334,0.999576342,0.030587839,0.010193525
1110,0.999575232,0.999991626,0.999473631,0.020397442,0.020794968,0.999677943,0.98939664,0.989785691,0.999581387,0.021295407,0.999473631
1111,0.999575131,0.999993845,0.988872995,0.999891941,0.030594195,0.000112599,0.020607101,0.98988366,0.021011993,0.001110955,0.988872995
1112,0.99957503,0.010192516,0.999669064,0.000810288,0.020892735,0.999986581,0.989588946,0.978683909,0.021094223,0.010818166,0.999669064
1113,0.999574828,0.988884698,0.988876122,0.030471002,0.020888296,0.99938787,0.030379188,0.000103115,0.021117428,0.010205935,0.988876122
1114,0.999574727,0.988891963,0.999272345,0.010707484,0.021300452,0.969116035,0.999984462,0.000115222,0.999778535,0.020698311,0.999272345
1115,0.999574627,0.010299263,0.999981839,0.010194534,0.020295437,0.999685813,0.98988588,0.000115424,0.021196934,0.020585914,0.999981839
1116,0.999574526,0.010395718,0.000405598,0.030597424,0.021087765,0.989900409,0.989191016,0.978801048,0.021199759,0.021191082,0.000405598
1117,0.999574425,0.010414989,0.000821185,0.000418714,0.030486742,0.989694784,0.989699829,0.978890643,0.021213985,0.011199852,0.000821185
1118,0.999574324,0.989086287,0.000630493,0.02038483,0.011026312,0.000608195,0.000825725,0.000303896,0.021318411,0.020290291,0.000630493
1119,0.999574223,0.989090322,0.999772885,0.000812709,0.011009463,0.001112267,0.998966129,0.000312976,0.999970539,0.01050973,0.999772885
1120,0.999574122,0.010497521,0.989091937,0.010293411,0.030574823,0.000315297,0.010701935,0.978995776,0.010113212,0.021008765,0.989091937
1121,0.999574021,0.989286462,0.989086488,0.020407834,0.030481293,0.020285448,0.011008656,0.978998702,0.010298153,0.020592573,0.989086488
1122,0.99957392,0.010700522,0.000406203,0.030572906,0.010193525,0.000914008,0.000926014,0.979005865,0.010299162,0.010999474,0.000406203
1123,0.999573819,0.0108108,0.010311067,0.030597928,0.021311651,0.999268814,0.989184659,0.9790887,0.010302895,0.020195551,0.010311067
1124,0.999573719,0.010820385,0.000101601,0.021323456,0.011099663,0.969724431,0.020793455,0.979190806,0.010402781,0.021203694,0.000101601
1125,0.999573618,0.989801935,0.998869976,0.020405614,0.020300986,0.998875424,0.999267401,0.979304716,0.989079728,0.000623733,0.998869976
1126,0.999573517,0.978798021,0.999176596,0.01020765,0.021113494,0.969411556,0.98990172,0.979603366,0.989089011,0.010804949,0.999176596
1127,0.999573416,0.000518399,0.999267199,0.020502372,0.010514573,0.001124172,0.989494306,0.968609037,0.010500952,0.020294529,0.999267199
1128,0.999573315,0.979205436,0.010508216,0.011008353,0.021320026,0.98970447,0.999468081,0.969004747,0.010618192,0.989381203,0.010508216
1129,0.999573214,0.000711512,0.98917911,0.030475139,0.020899697,0.998875021,0.988891963,0.969115833,0.010701531,0.989381304,0.98917911
1130,0.999573113,0.979494096,0.01020422,0.030374244,0.021087362,0.99987943,0.989582791,0.969201593,0.010820385,0.001123567,0.01020422
1131,0.999573012,0.979590148,0.010506602,0.020896267,0.010618797,0.989276373,0.999773692,0.969305515,0.989481089,0.020585308,0.010506602
1132,0.999572911,0.001014903,0.989181632,0.020606294,0.020500758,0.998962698,0.021092608,0.969310964,0.010903119,0.010595995,0.989181632
1133,0.99957281,0.001018333,0.010412265,0.021208436,0.02049642,0.999164589,0.998968348,0.969407924,0.010911393,0.001133656,0.010412265
1134,0.99957271,0.001126392,0.988784409,0.030278394,0.021111879,0.989279702,0.020294932,0.969623436,0.989903738,0.021006848,0.988784409
1135,0.999572609,0.979799909,0.98979578,0.000820377,0.000808573,0.989289287,0.010504382,0.998861501,0.000116836,0.000629787,0.98979578
1136,0.999572508,0.020181728,0.00021642,0.010914319,0.020588032,0.999183255,0.021093415,0.020298968,0.978997087,0.020686506,0.00021642
1137,0.999572407,0.998868563,0.989579966,0.020991209,0.02129228,0.999673403,0.999366379,0.998965523,0.979289683,0.021093819,0.989579966
1138,0.999572306,0.02039159,0.989397144,0.020888195,0.020397442,0.979303102,0.989885678,0.020406421,0.000809279,0.030495116,0.989397144
1139,0.999572205,0.020613054,0.999975684,0.001121448,0.011212161,0.979313091,0.000214099,0.020496722,0.000813315,0.030278999,0.999975684
1140,0.999572104,0.020992823,0.98988588,0.010914924,0.010914319,0.968705089,0.0004171,0.020601149,0.001017728,0.030273349,0.98988588
1141,0.999572003,0.021189064,0.010600031,0.030497235,0.021101588,0.989888099,0.989794166,0.999571297,0.979810907,0.02070386,0.010600031
1142,0.999571902,0.999883264,0.999384439,0.010908063,0.020592472,0.999886594,0.998973696,0.999580479,0.030286162,0.021289354,0.999384439
1143,0.999571802,0.99998305,0.00102025,0.020612146,0.020289484,0.999987085,0.02058894,0.98889166,0.998863821,0.011206612,0.00102025
1144,0.999571701,0.030475946,0.98989718,0.021112787,0.020500859,0.010392591,0.000428299,0.010299767,0.998961891,0.021096543,0.98989718
1145,0.9995716,0.988774117,0.020282623,0.020290291,0.011002501,0.000824817,0.989796386,0.988983273,0.020394818,0.030575832,0.020282623
1146,0.999571499,0.010299061,0.989382918,0.020784677,0.030270423,0.999267401,0.030594498,0.010395718,0.020483909,0.998968651,0.989382918
1147,0.999571398,0.988989327,0.001110854,0.020397341,0.020997263,0.020686708,0.999387365,0.989086287,0.020484918,0.021319017,0.001110854
1148,0.999571297,0.010410348,0.989393916,0.010710511,0.030476551,0.999997276,0.020596709,0.989184457,0.020614467,0.001016416,0.989393916
1149,0.999571196,0.989079829,0.010497521,0.010597307,0.020397341,0.989581782,0.021114402,0.989278391,0.999267199,0.021194411,0.010497521
1150,0.999571095,0.98909234,0.999768749,0.021101588,0.020592169,0.999389484,0.021294499,0.989592881,0.999277289,0.001019948,0.999768749
